VIN (1-10),County,City,State,Postal_Code,Model Year,Make,Model,Electric Vehicle Type,CAFV_Eligibility,Electric_Range,Base_MSRP,Legislative_District,DOL_Vehicle_ID,Vehicle_Location,Electric_Utility,2020_Census_Tract
WAUTPBFF4H,King,Seattle,WA,98126,2017,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,34,235085336,POINT (-122.374105 47.54468),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011500
WAUUPBFF2J,Thurston,Olympia,WA,98502,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,0,22,237896795,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067011100
5YJSA1E22H,Thurston,Lacey,WA,98516,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,22,154498865,POINT (-122.78083 47.083975),PUGET SOUND ENERGY INC,53067012226
1C4JJXP62M,Thurston,Tenino,WA,98589,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,20,154525493,POINT (-122.85403 46.856085),PUGET SOUND ENERGY INC,53067012620
5YJ3E1EC9L,Yakima,Yakima,WA,98902,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,14,225996361,POINT (-120.524012 46.5973939),PACIFICORP,53077000800
1C4JJXP66P,Thurston,Olympia,WA,98501,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,22,220675367,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010802
1G1RA6S53H,Kitsap,Keyport,WA,98345,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,23,162720022,POINT (-122.6250117 47.7021263),PUGET SOUND ENERGY INC,53035091100
5YJ3E1EB5L,Snohomish,Mountlake Terrace,WA,98043,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,1,6293899,POINT (-122.30842 47.78416),PUGET SOUND ENERGY INC,53061051302
WA1F2AFY1N,King,Seattle,WA,98119,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23,0,36,207620633,POINT (-122.36731 47.6377681),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005902
1G1RB6S59H,Thurston,Olympia,WA,98501,2017,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,22,237392459,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010700
1G1FW6S03J,Snohomish,Bothell,WA,98021,2018,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,1,187858821,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051926
5YJSA1S22F,King,Seattle,WA,98121,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,36,143405748,POINT (-122.344125 47.61546),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008004
KNDC3DLC7N,Kitsap,Port Orchard,WA,98366,2022,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,26,195772741,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53035092500
1N4AZ0CP9D,Kitsap,Port Orchard,WA,98367,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,26,207343356,POINT (-122.6530052 47.4739066),PUGET SOUND ENERGY INC,53035092801
1G1RB6S51J,Kitsap,Bremerton,WA,98310,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,0,23,475945368,POINT (-122.611365 47.575195),PUGET SOUND ENERGY INC,53035080300
5YJ3E1EB4L,Yakima,Moxee,WA,98936,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,15,102357853,POINT (-120.3552229 46.550869),PACIFICORP,53077001702
5YJSA1E25H,Snohomish,Woodinville,WA,98077,2017,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,1,350319504,POINT (-122.071404 47.749164),PUGET SOUND ENERGY INC,53061051912
YV4BR0DL5N,Thurston,Olympia,WA,98512,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,22,182247607,POINT (-122.9131017 47.0135926),PUGET SOUND ENERGY INC,53067011000
5YJ3E1EA1P,Thurston,Olympia,WA,98506,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,22,259736277,POINT (-122.8874781 47.0519573),PUGET SOUND ENERGY INC,53067012100
3C3CFFGE8F,Thurston,Olympia,WA,98506,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,0,22,349091298,POINT (-122.8874781 47.0519573),PUGET SOUND ENERGY INC,53067012211
1N4AZ1CP0J,Kitsap,Bremerton,WA,98310,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,23,475691940,POINT (-122.611365 47.575195),PUGET SOUND ENERGY INC,53035080102
1G1FZ6S04P,Yakima,Yakima,WA,98908,2023,CHEVROLET,BOLT EUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,251492111,POINT (-120.611068 46.596645),PACIFICORP,53077002900
KNDCM3LD1N,Kitsap,Poulsbo,WA,98370,2022,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,23,196390211,POINT (-122.6368884 47.7469547),PUGET SOUND ENERGY INC,53035090202
1G1FY6S01L,Kitsap,Poulsbo,WA,98370,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,23,168471614,POINT (-122.6368884 47.7469547),PUGET SOUND ENERGY INC,53035090201
3C3CFFGE5H,Island,Oak Harbor,WA,98277,2017,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,10,106155605,POINT (-122.6447164 48.3015146),PUGET SOUND ENERGY INC,53029970700
1G1FZ6S04K,Kitsap,Bremerton,WA,98310,2019,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,23,286338832,POINT (-122.611365 47.575195),PUGET SOUND ENERGY INC,53035080102
1G1FX6S0XH,Kitsap,Port Orchard,WA,98366,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,26,301174016,POINT (-122.6064912 47.5236145),PUGET SOUND ENERGY INC,53035092400
7SAYGDEE0P,Yakima,Yakima,WA,98908,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,14,226032222,POINT (-120.611068 46.596645),PACIFICORP,53077002801
1N4BZ0CP9H,Kitsap,Port Orchard,WA,98367,2017,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,107,0,26,213985278,POINT (-122.6530052 47.4739066),PUGET SOUND ENERGY INC,53035092801
JN1AF0BA4P,Snohomish,Bothell,WA,98012,2023,NISSAN,ARIYA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,252511318,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052010
JTDKARFP5L,Yakima,Yakima,WA,98902,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,14,220589386,POINT (-120.524012 46.5973939),PACIFICORP,53077000700
WA1VABGE4K,King,Seattle,WA,98105,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204,0,46,290722638,POINT (-122.319115 47.66132),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004101
5YJXCBE21L,King,Seattle,WA,98122,2020,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,293,0,37,3431795,POINT (-122.30839 47.610365),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008800
5YJXCAE2XJ,Snohomish,Lynnwood,WA,98036,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,1,237837610,POINT (-122.287143 47.812199),PUGET SOUND ENERGY INC,53061051916
5YJ3E1EBXM,Yakima,Selah,WA,98942,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,228731289,POINT (-120.54188 46.654175),PACIFICORP,53077003400
1N4AZ1CP7K,King,Seattle,WA,98119,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,36,171319025,POINT (-122.36731 47.6377681),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006900
1G1RA6E42E,Snohomish,Everett,WA,98203,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,38,229072770,POINT (-122.225874 47.945309),PUGET SOUND ENERGY INC,53061041303
7SAYGDEE9P,Snohomish,Bothell,WA,98021,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,240439426,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051926
5YJ3E1EB2L,Thurston,Olympia,WA,98502,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,35,127155451,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067011902
KNDCC3LG5L,Kitsap,Bremerton,WA,98312,2020,KIA,NIRO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,239,0,35,151001350,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091301
1N4AZ0CP2F,Kitsap,Port Orchard,WA,98367,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,26,159141433,POINT (-122.6530052 47.4739066),PUGET SOUND ENERGY INC,53035092701
1N4AZ1CP7J,Thurston,Olympia,WA,98501,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,0,22,175343374,POINT (-122.89692 47.043535),PUGET SOUND ENERGY INC,53067010100
1N4BZ1CP6K,Thurston,Olympia,WA,98516,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,22,9971874,POINT (-122.78083 47.083975),PUGET SOUND ENERGY INC,53067012221
WA1E2AFY4M,Snohomish,Lynnwood,WA,98036,2021,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,0,1,168371122,POINT (-122.287143 47.812199),PUGET SOUND ENERGY INC,53061051913
JTDKARFP9L,Kitsap,Bainbridge Island,WA,98110,2020,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,23,251528119,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035091001
1N4AZ0CP4D,King,Seattle,WA,98117,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,36,350265912,POINT (-122.377938 47.690166),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003202
1N4AZ0CP0D,King,Seattle,WA,98103,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,36,252012001,POINT (-122.3499053 47.673887),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002800
5YJ3E1EA0J,King,Seattle,WA,98117,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,36,350408691,POINT (-122.377938 47.690166),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003000
1FADP5CU6D,Kitsap,Bremerton,WA,98310,2013,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,23,107184339,POINT (-122.611365 47.575195),PUGET SOUND ENERGY INC,53035080102
1G1RB6E45D,Yakima,Yakima,WA,98908,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,14,187212679,POINT (-120.611068 46.596645),PACIFICORP,53077000904
5YJYGDEFXM,Yakima,Yakima,WA,98908,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,15,180372874,POINT (-120.611068 46.596645),PACIFICORP,53077003400
5YJYGDEE6M,Snohomish,Bothell,WA,98021,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,167045854,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051916
5YJ3E1EB9K,Snohomish,Arlington,WA,98223,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,39,474859535,POINT (-122.11597 48.194109),PUGET SOUND ENERGY INC,53061052709
5YJXCDE26J,Snohomish,Arlington,WA,98223,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,39,347560244,POINT (-122.11597 48.194109),PUGET SOUND ENERGY INC,53061053505
5YJXCDE24J,Thurston,Olympia,WA,98502,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,22,475265577,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067010600
5YJXCBE22G,Snohomish,Edmonds,WA,98026,2016,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,200,0,21,4598002,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050101
5YJYGDEE9M,Snohomish,Bothell,WA,98012,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,147925340,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051921
3FA6P0SUXH,Kitsap,Bainbridge Island,WA,98110,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,23,104872491,POINT (-122.5305071 47.6400595),PUGET SOUND ENERGY INC,53035090700
1N4AZ0CP9F,Skagit,Mount Vernon,WA,98273,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,40,176747532,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057952500
3MW39FF06R,Snohomish,Everett,WA,98204,2024,BMW,330E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,21,256013026,POINT (-122.240535 47.91139),PUGET SOUND ENERGY INC,53061041815
1G1FY6S08L,Chelan,Leavenworth,WA,98826,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259,0,12,102933344,POINT (-120.6860209 47.7095564),PUD NO 1 OF CHELAN COUNTY,53007960201
5YJ3E1EB9J,King,Renton,WA,98059,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,5,233625864,POINT (-122.134502 47.492627),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031912
5YJ3E1EC9L,Kitsap,Silverdale,WA,98383,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,0,23,121847540,POINT (-122.668076 47.665978),PUGET SOUND ENERGY INC,53035090400
5YJ3E1EA4J,Snohomish,Bothell,WA,98012,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,281062715,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061041703
1N4BZ0CP1G,King,Seattle,WA,98199,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,36,121208531,POINT (-122.394937 47.649547),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
3FA6P0SU6G,Kittitas,Easton,WA,98925,2016,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,13,281104526,POINT (-121.176112 47.2367094),PUGET SOUND ENERGY INC,53037975101
JTDACACU5P,Whitman,Pullman,WA,99163,2023,TOYOTA,PRIUS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,0,9,256254512,POINT (-117.17912 46.730885),AVISTA CORP,53075000400
5YJ3E1EA7L,Island,Oak Harbor,WA,98277,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,0,10,256137304,POINT (-122.6447164 48.3015146),PUGET SOUND ENERGY INC,53029971000
5YJXCAE21J,King,Redmond,WA,98052,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,45,307975342,POINT (-122.1207376 47.6705374),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
5YJ3E1EAXK,Snohomish,Everett,WA,98208,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,44,478398959,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061041704
5YJ3E1EB2J,Snohomish,Edmonds,WA,98026,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,21,474509836,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061042003
1N4BZ1CP3K,Snohomish,Mill Creek,WA,98012,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,44,285264906,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052004
WA1E2AFY9N,Snohomish,Lynnwood,WA,98036,2022,AUDI,Q5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22,0,1,198741266,POINT (-122.287143 47.812199),PUGET SOUND ENERGY INC,53061051931
5YJ3E1EA7K,King,Seattle,WA,98101,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,43,2250979,POINT (-122.335345 47.61079),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007302
5YJSA1S25F,Snohomish,Stanwood,WA,98292,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,0,10,118372873,POINT (-122.326873 48.2144825),PUGET SOUND ENERGY INC,53061053202
1N4BZ1CP3K,Skagit,Mount Vernon,WA,98273,2019,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,150,0,40,261158110,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057951900
5YJSA1E23G,Snohomish,Arlington,WA,98223,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,0,39,209072139,POINT (-122.11597 48.194109),PUGET SOUND ENERGY INC,53061052701
2C4RC1S71M,Snohomish,Bothell,WA,98012,2021,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,1,154111198,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052009
5YJ3E1EB5K,Snohomish,Bothell,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,1,478209763,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052009
WB533CF0XR,Snohomish,Lynnwood,WA,98037,2024,BMW,IX,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,21,260120955,POINT (-122.283973 47.838697),PUGET SOUND ENERGY INC,53061051928
1C4JJXN69P,Whitman,Pullman,WA,99163,2023,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,0,9,251577889,POINT (-117.17912 46.730885),AVISTA CORP,53075000400
7SAYGDEE8P,Snohomish,Bothell,WA,98021,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,1,257532306,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051917
WVWKP7AU2G,Snohomish,Everett,WA,98203,2016,VOLKSWAGEN,E-GOLF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,83,0,38,117409477,POINT (-122.225874 47.945309),PUGET SOUND ENERGY INC,53061041400
KNDRJDLH2N,Snohomish,Bothell,WA,98012,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,0,1,193880746,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061051921
JHMZC5F33J,Skagit,Anacortes,WA,98221,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,0,10,175524254,POINT (-122.6330168 48.4948674),PUGET SOUND ENERGY INC,53057940302
5YJ3E1EA1J,Snohomish,Everett,WA,98208,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,1,338686155,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061052114
JTJHKCFZ9R,Island,Oak Harbor,WA,98277,2024,LEXUS,NX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,0,10,257405298,POINT (-122.6447164 48.3015146),PUGET SOUND ENERGY INC,53029970401
5YJXCDE25J,Whitman,Pullman,WA,99163,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,0,9,197023725,POINT (-117.17912 46.730885),AVISTA CORP,53075000201
5YJ3E1EBXL,Yakima,Selah,WA,98942,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,15,110302293,POINT (-120.54188 46.654175),PACIFICORP,53077003200
5YJ3E1EB6J,Yakima,Yakima,WA,98903,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,14,303422843,POINT (-120.477805 46.553505),PACIFICORP,53077002803
1G6RL1E47G,Yakima,Yakima,WA,98902,2016,CADILLAC,ELR,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,40,0,15,121298642,POINT (-120.524012 46.5973939),PACIFICORP,53077001100
5YJSA1E21J,,,AE,,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,0,,220643132,,,
5YJ3E1EA7J,King,Seattle,WA,98106,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,0,34,6781743,POINT (-122.3570816 47.5337116),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026500
5YJYGDEE8L,Snohomish,Bothell,WA,98021,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,1,254130551,POINT (-122.2107298 47.7977268),PUGET SOUND ENERGY INC,53061051918
1N4AZ0CP2D,Snohomish,Everett,WA,98203,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,38,126420528,POINT (-122.225874 47.945309),PUGET SOUND ENERGY INC,53061040900
KNDC4DLC5P,Snohomish,Mill Creek,WA,98012,2023,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,0,44,233272364,POINT (-122.1873 47.820245),PUGET SOUND ENERGY INC,53061052004
JTDKARFP0H,Thurston,Olympia,WA,98502,2017,TOYOTA,PRIUS PRIME,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,0,22,122432439,POINT (-122.943445 47.059252),PUGET SOUND ENERGY INC,53067010520
5YJ3E1EB4K,Snohomish,Edmonds,WA,98026,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,0,21,243856245,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061042004
JM3KKDHA7R,Snohomish,Edmonds,WA,98026,2024,MAZDA,CX-90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,21,261325585,POINT (-122.335685 47.80372),PUGET SOUND ENERGY INC,53061050300
1FADP5CU2E,Snohomish,Monroe,WA,98272,2014,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,0,39,146695573,POINT (-121.972215 47.85674),PUGET SOUND ENERGY INC,53061052208
1G1RF6E47E,Whitman,Pullman,WA,99163,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,0,9,252571462,POINT (-117.17912 46.730885),AVISTA CORP,53075000602
5YJYGDEE7L,Okanogan,Winthrop,WA,98862,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,12,124710323,POINT (-120.2222424 48.4862039),"OKANOGAN COUNTY ELEC COOP, INC",53047970900
5YJYGDEE4L,Skagit,Mount Vernon,WA,98273,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,0,10,112190480,POINT (-122.338975 48.41333),PUGET SOUND ENERGY INC,53057952700
WMEFJ9BA3J,Kitsap,Bremerton,WA,98310,2018,SMART,EQ FORTWO,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,58,0,23,200497587,POINT (-122.611365 47.575195),PUGET SOUND ENERGY INC,53035080102
1N4AZ0CPXD,Snohomish,Lynnwood,WA,98037,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,32,137228339,POINT (-122.283973 47.838697),PUGET SOUND ENERGY INC,53061051601
KNDCC3LDXK,Thurston,Olympia,WA,98503,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,0,2,4716939,POINT (-122.8285 47.03646),PUGET SOUND ENERGY INC,53067011628
1N4AZ0CP3D,King,Enumclaw,WA,98022,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,0,5,183938982,POINT (-121.98953 47.20347),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031202
5YJ3E1EB5L,Yakima,Yakima,WA,98901,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,0,15,237967131,POINT (-120.4688751 46.6046178),PACIFICORP,53077001602
1N4AZ0CP3F,Snohomish,Everett,WA,98208,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,0,44,245671541,POINT (-122.2247757 47.9156409),PUGET SOUND ENERGY INC,53061041605
